State,City,Number of Showrooms,Dealer URL
Maharashtra,Thane,2,https://www.bikewale.com/dealer-showrooms/ola/thane/
Orissa,Angul,7,https://www.bikewale.com/dealer-showrooms/ola/angul/
Orissa,Balangir,7,https://www.bikewale.com/dealer-showrooms/ola/balangir/
Orissa,Balasore,8,https://www.bikewale.com/dealer-showrooms/ola/balasore/
Orissa,Bargarh,8,https://www.bikewale.com/dealer-showrooms/ola/bargarh/
Orissa,Bhadrak,6,https://www.bikewale.com/dealer-showrooms/ola/bhadrak/
Orissa,Bhubaneswar,4,https://www.bikewale.com/dealer-showrooms/ola/bhubaneswar/
Orissa,Boudh,1,https://www.bikewale.com/dealer-showrooms/ola/boudh/
Orissa,Cuttack,13,https://www.bikewale.com/dealer-showrooms/ola/cuttack/
Orissa,Dhenkanal,6,https://www.bikewale.com/dealer-showrooms/ola/dhenkanal/
Orissa,Ganjam,10,https://www.bikewale.com/dealer-showrooms/ola/ganjam/
Orissa,Jagatsinghpur,6,https://www.bikewale.com/dealer-showrooms/ola/jagatsinghpur/
Orissa,Jajpur (Orissa),11,https://www.bikewale.com/dealer-showrooms/ola/jajpurorissa/
Orissa,Jharsuguda,3,https://www.bikewale.com/dealer-showrooms/ola/jharsuguda/
Orissa,Kalahandi,2,https://www.bikewale.com/dealer-showrooms/ola/kalahandi/
Orissa,Kandhamal,1,https://www.bikewale.com/dealer-showrooms/ola/kandhamal/
Orissa,Kendrapara,5,https://www.bikewale.com/dealer-showrooms/ola/kendrapara/
Orissa,Keonjhar,7,https://www.bikewale.com/dealer-showrooms/ola/keonjhar/
Orissa,Khordha,6,https://www.bikewale.com/dealer-showrooms/ola/khordha/
Orissa,Koraput,4,https://www.bikewale.com/dealer-showrooms/ola/koraput/
Orissa,Malkangiri,2,https://www.bikewale.com/dealer-showrooms/ola/malkangiri/
Orissa,Mayurbhanj,8,https://www.bikewale.com/dealer-showrooms/ola/mayurbhanj/
Orissa,Nabarangapur,2,https://www.bikewale.com/dealer-showrooms/ola/nabarangapur/
Orissa,Nayagarh,3,https://www.bikewale.com/dealer-showrooms/ola/nayagarh/
Orissa,Puri,10,https://www.bikewale.com/dealer-showrooms/ola/puri/
Orissa,Raygada,3,https://www.bikewale.com/dealer-showrooms/ola/raygada/
Orissa,Rourkela,2,https://www.bikewale.com/dealer-showrooms/ola/rourkela/
Orissa,Sambalpur,3,https://www.bikewale.com/dealer-showrooms/ola/sambalpur/
Orissa,Sonepur,2,https://www.bikewale.com/dealer-showrooms/ola/sonepur-orissa/
Orissa,Sundargarh,3,https://www.bikewale.com/dealer-showrooms/ola/sundargarh/
Pondicherry,Pondicherry,1,https://www.bikewale.com/dealer-showrooms/ola/pondicherry/
Punjab,Amritsar,4,https://www.bikewale.com/dealer-showrooms/ola/amritsar/
Punjab,Barnala,1,https://www.bikewale.com/dealer-showrooms/ola/barnala/
Punjab,Bathinda,3,https://www.bikewale.com/dealer-showrooms/ola/bathinda/
Punjab,Dera Bassi,1,https://www.bikewale.com/dealer-showrooms/ola/derrabassi/
Punjab,Faridkot,1,https://www.bikewale.com/dealer-showrooms/ola/faridkot/
Punjab,Fatehgarh Sahib,2,https://www.bikewale.com/dealer-showrooms/ola/fatehgarhsahib/
Punjab,Fazilka,3,https://www.bikewale.com/dealer-showrooms/ola/fazilka/
Punjab,Gidderbaha,1,https://www.bikewale.com/dealer-showrooms/ola/gidderbaha/
Punjab,Gurdaspur,1,https://www.bikewale.com/dealer-showrooms/ola/gurdaspur/
Punjab,Hoshiarpur,2,https://www.bikewale.com/dealer-showrooms/ola/hoshiarpur/
Punjab,Jalandhar,4,https://www.bikewale.com/dealer-showrooms/ola/jalandhar/
Punjab,Kapurthala,3,https://www.bikewale.com/dealer-showrooms/ola/kapurthala/
Punjab,Ludhiana,10,https://www.bikewale.com/dealer-showrooms/ola/ludhiana/
Punjab,Maler Kotla,1,https://www.bikewale.com/dealer-showrooms/ola/malerkotla/
Punjab,Malout,1,https://www.bikewale.com/dealer-showrooms/ola/malout/
Punjab,Mansa,2,https://www.bikewale.com/dealer-showrooms/ola/mansa/
Punjab,Moga,4,https://www.bikewale.com/dealer-showrooms/ola/moga/
Punjab,Nawanshahr,1,https://www.bikewale.com/dealer-showrooms/ola/nawanshahr/
Punjab,Pathankot,1,https://www.bikewale.com/dealer-showrooms/ola/pathankot/
Punjab,Patiala,5,https://www.bikewale.com/dealer-showrooms/ola/patiala/
Punjab,Rupnagar,3,https://www.bikewale.com/dealer-showrooms/ola/rupnagar/
Punjab,Sangrur,5,https://www.bikewale.com/dealer-showrooms/ola/sangrur/
Punjab,Tarn Taran,3,https://www.bikewale.com/dealer-showrooms/ola/tarntaran/
Rajasthan,Ajmer,3,https://www.bikewale.com/dealer-showrooms/ola/ajmer/
Rajasthan,Alwar,6,https://www.bikewale.com/dealer-showrooms/ola/alwar/
Rajasthan,Balotra,3,https://www.bikewale.com/dealer-showrooms/ola/balotra/
Rajasthan,Banswara,4,https://www.bikewale.com/dealer-showrooms/ola/banswara/
Rajasthan,Baran,7,https://www.bikewale.com/dealer-showrooms/ola/baran/
Rajasthan,Barmer,2,https://www.bikewale.com/dealer-showrooms/ola/barmer/
Rajasthan,Beawar,2,https://www.bikewale.com/dealer-showrooms/ola/beawar/
Rajasthan,Bharatpur,4,https://www.bikewale.com/dealer-showrooms/ola/bharatpur/
Rajasthan,Bhilwara,7,https://www.bikewale.com/dealer-showrooms/ola/bhilwara/
Rajasthan,Bikaner,9,https://www.bikewale.com/dealer-showrooms/ola/bikaner/
Rajasthan,Bundi,3,https://www.bikewale.com/dealer-showrooms/ola/bundi/
Rajasthan,Chittorgarh,9,https://www.bikewale.com/dealer-showrooms/ola/chittorgarh/
Rajasthan,Churu,5,https://www.bikewale.com/dealer-showrooms/ola/churu/
Rajasthan,Dausa,3,https://www.bikewale.com/dealer-showrooms/ola/dausa/
Rajasthan,Dholpur,5,https://www.bikewale.com/dealer-showrooms/ola/dholpur/
Rajasthan,Didwana,5,https://www.bikewale.com/dealer-showrooms/ola/didwana/
Rajasthan,Dungarpur,4,https://www.bikewale.com/dealer-showrooms/ola/dungarpur/
Rajasthan,Ganganagar,4,https://www.bikewale.com/dealer-showrooms/ola/ganganagar/
Rajasthan,Gangapur,4,https://www.bikewale.com/dealer-showrooms/ola/gangapur/
Rajasthan,Hanumangarh,5,https://www.bikewale.com/dealer-showrooms/ola/hanumangarh/
Rajasthan,Jaipur,17,https://www.bikewale.com/dealer-showrooms/ola/jaipur/
Rajasthan,Jaisalmer,1,https://www.bikewale.com/dealer-showrooms/ola/jaisalmer/
Rajasthan,Jalore,5,https://www.bikewale.com/dealer-showrooms/ola/jalore/
Rajasthan,Jhalawar,6,https://www.bikewale.com/dealer-showrooms/ola/jhalawar/
Rajasthan,Jhunjhunu,3,https://www.bikewale.com/dealer-showrooms/ola/jhunjhunu/
Rajasthan,Jodhpur,10,https://www.bikewale.com/dealer-showrooms/ola/jodhpur/
Rajasthan,Karauli,3,https://www.bikewale.com/dealer-showrooms/ola/karauli/
Rajasthan,Kekri,4,https://www.bikewale.com/dealer-showrooms/ola/kekri/
Rajasthan,Kishangarh,1,https://www.bikewale.com/dealer-showrooms/ola/kishangarh/
Rajasthan,Kota,7,https://www.bikewale.com/dealer-showrooms/ola/kota/
Rajasthan,Kotputli,2,https://www.bikewale.com/dealer-showrooms/ola/kotputli/
Rajasthan,Nagaur,5,https://www.bikewale.com/dealer-showrooms/ola/nagaur/
Rajasthan,Pali,8,https://www.bikewale.com/dealer-showrooms/ola/pali/
Rajasthan,Pratapgarh (Rajasthan),4,https://www.bikewale.com/dealer-showrooms/ola/pratapgarh-rajasthan/
Rajasthan,Rajsamand,3,https://www.bikewale.com/dealer-showrooms/ola/rajsamand/
Rajasthan,Sanchore,2,https://www.bikewale.com/dealer-showrooms/ola/sanchore/
Rajasthan,Sawai Madhopur,4,https://www.bikewale.com/dealer-showrooms/ola/sawaimadhopur/
Rajasthan,Sikar,6,https://www.bikewale.com/dealer-showrooms/ola/sikar/
Rajasthan,Sirohi,1,https://www.bikewale.com/dealer-showrooms/ola/sirohi/
Rajasthan,Sriganganagar,1,https://www.bikewale.com/dealer-showrooms/ola/sriganganagar/
Rajasthan,Tonk,5,https://www.bikewale.com/dealer-showrooms/ola/tonk/
Rajasthan,Udaipur,9,https://www.bikewale.com/dealer-showrooms/ola/udaipur/
Tamil Nadu,Ariyalur,1,https://www.bikewale.com/dealer-showrooms/ola/ariyalur/
Tamil Nadu,Chengalpattu,3,https://www.bikewale.com/dealer-showrooms/ola/chengalpattu/
Tamil Nadu,Chennai,18,https://www.bikewale.com/dealer-showrooms/ola/chennai/
Tamil Nadu,Coimbatore,12,https://www.bikewale.com/dealer-showrooms/ola/coimbatore/
Tamil Nadu,Cuddalore,4,https://www.bikewale.com/dealer-showrooms/ola/cuddalore/
Tamil Nadu,Dharmapuri,4,https://www.bikewale.com/dealer-showrooms/ola/dharmapuri/
Tamil Nadu,Dindigul,2,https://www.bikewale.com/dealer-showrooms/ola/dindigul/
Tamil Nadu,Erode,4,https://www.bikewale.com/dealer-showrooms/ola/erode/
Tamil Nadu,Hosur,1,https://www.bikewale.com/dealer-showrooms/ola/hosur/
Tamil Nadu,Kallakurichi,2,https://www.bikewale.com/dealer-showrooms/ola/kallakurichi/
Tamil Nadu,Kancheepuram,1,https://www.bikewale.com/dealer-showrooms/ola/kancheepuram/
Tamil Nadu,Karur,1,https://www.bikewale.com/dealer-showrooms/ola/karur/
Tamil Nadu,Krishnagiri,5,https://www.bikewale.com/dealer-showrooms/ola/krishnagiri/
Tamil Nadu,Madurai,7,https://www.bikewale.com/dealer-showrooms/ola/madurai/
Tamil Nadu,Mayiladuthurai,1,https://www.bikewale.com/dealer-showrooms/ola/mayiladuthurai/
Tamil Nadu,Nagapattinam,1,https://www.bikewale.com/dealer-showrooms/ola/nagapattinam/
Tamil Nadu,Namakkal,4,https://www.bikewale.com/dealer-showrooms/ola/namakkal/
Tamil Nadu,Nilgiris,2,https://www.bikewale.com/dealer-showrooms/ola/nilgiris/
Tamil Nadu,Perambalur,2,https://www.bikewale.com/dealer-showrooms/ola/perambalur/
Tamil Nadu,Pudukkottai,8,https://www.bikewale.com/dealer-showrooms/ola/pudukkottai/
Tamil Nadu,Ramanathapuram,1,https://www.bikewale.com/dealer-showrooms/ola/ramanathapuram/
Tamil Nadu,Ranipet,3,https://www.bikewale.com/dealer-showrooms/ola/ranipet/
Tamil Nadu,Salem,10,https://www.bikewale.com/dealer-showrooms/ola/salem/
Tamil Nadu,Sivagangai,6,https://www.bikewale.com/dealer-showrooms/ola/sivagangai/
Tamil Nadu,Tenkasi,3,https://www.bikewale.com/dealer-showrooms/ola/tenkasi/
Tamil Nadu,Thanjavur,4,https://www.bikewale.com/dealer-showrooms/ola/thanjavur/
Tamil Nadu,Theni,5,https://www.bikewale.com/dealer-showrooms/ola/theni/
Tamil Nadu,Thiruvallur,4,https://www.bikewale.com/dealer-showrooms/ola/thiruvallur/
Tamil Nadu,Thiruvarur,3,https://www.bikewale.com/dealer-showrooms/ola/thiruvarur/
Tamil Nadu,Thoothukudi,3,https://www.bikewale.com/dealer-showrooms/ola/thoothukudi/
Tamil Nadu,Tiruchirappalli,6,https://www.bikewale.com/dealer-showrooms/ola/tiruchirappalli/
Tamil Nadu,Tirunelveli,2,https://www.bikewale.com/dealer-showrooms/ola/tirunelveli/
Tamil Nadu,Tirupathur,2,https://www.bikewale.com/dealer-showrooms/ola/tirupathur/
Tamil Nadu,Tiruppur,5,https://www.bikewale.com/dealer-showrooms/ola/tiruppur/
Tamil Nadu,Tiruvannamalai,6,https://www.bikewale.com/dealer-showrooms/ola/tiruvannamalai/
Tamil Nadu,Vellore,3,https://www.bikewale.com/dealer-showrooms/ola/vellore/
Tamil Nadu,Villupuram,3,https://www.bikewale.com/dealer-showrooms/ola/villupuram/
Tamil Nadu,Virudhunagar,5,https://www.bikewale.com/dealer-showrooms/ola/virudhunagar/
Telangana,Bhadrachalam,1,https://www.bikewale.com/dealer-showrooms/ola/bhadrachalam/
Telangana,Gadwal,1,https://www.bikewale.com/dealer-showrooms/ola/gadwal/
Telangana,Hyderabad,9,https://www.bikewale.com/dealer-showrooms/ola/hyderabad/
Telangana,Jadcherla,1,https://www.bikewale.com/dealer-showrooms/ola/jadcherla/
Telangana,Jagtial,2,https://www.bikewale.com/dealer-showrooms/ola/jagtial/
Telangana,Kalwakurthy,1,https://www.bikewale.com/dealer-showrooms/ola/kalwakurthy/
Telangana,Kamareddy,3,https://www.bikewale.com/dealer-showrooms/ola/kamareddy/
Telangana,Karimnagar,3,https://www.bikewale.com/dealer-showrooms/ola/karimnagar/
Telangana,Khammam,2,https://www.bikewale.com/dealer-showrooms/ola/khammam/
Telangana,Kumuram Bheem Asifabad,1,https://www.bikewale.com/dealer-showrooms/ola/kumuram-bheem-asifabad/
Telangana,Mahabubabad,2,https://www.bikewale.com/dealer-showrooms/ola/mahabubabad/
Telangana,Mancheral,1,https://www.bikewale.com/dealer-showrooms/ola/mancheral/
Telangana,Nalgonda,4,https://www.bikewale.com/dealer-showrooms/ola/nalgonda/
Telangana,Nirmal,1,https://www.bikewale.com/dealer-showrooms/ola/nirmal/
Telangana,Nizamabad,5,https://www.bikewale.com/dealer-showrooms/ola/nizamabad/
Telangana,Peddapalli,3,https://www.bikewale.com/dealer-showrooms/ola/peddapalli/
Telangana,Ranga Reddy,3,https://www.bikewale.com/dealer-showrooms/ola/rangareddy/
Telangana,Sangareddi,5,https://www.bikewale.com/dealer-showrooms/ola/sangareddi/
Telangana,Secunderabad,1,https://www.bikewale.com/dealer-showrooms/ola/secunderabad/
Telangana,Siddipet,3,https://www.bikewale.com/dealer-showrooms/ola/siddipet/
Telangana,Vikarabad,2,https://www.bikewale.com/dealer-showrooms/ola/vikarabad/
Telangana,Wanaparthy,1,https://www.bikewale.com/dealer-showrooms/ola/wanaparthy/
Telangana,Warangal,2,https://www.bikewale.com/dealer-showrooms/ola/warangal/
Telangana,Yadadri Bhuvanagiri,1,https://www.bikewale.com/dealer-showrooms/ola/yadadri-bhuvanagiri/
Telangana,Yellandu,1,https://www.bikewale.com/dealer-showrooms/ola/yellandu/
Tripura,Agartala,1,https://www.bikewale.com/dealer-showrooms/ola/agartala/
Tripura,Dhalai,1,https://www.bikewale.com/dealer-showrooms/ola/dhalai/
Tripura,Gomati,1,https://www.bikewale.com/dealer-showrooms/ola/gomati/
Tripura,Sepahijala,1,https://www.bikewale.com/dealer-showrooms/ola/sepahijala/
Tripura,West Tripura,1,https://www.bikewale.com/dealer-showrooms/ola/westtripura/
Uttar Pradesh,Agra,11,https://www.bikewale.com/dealer-showrooms/ola/agra/
Uttar Pradesh,Aligarh,4,https://www.bikewale.com/dealer-showrooms/ola/aligarh/
Uttar Pradesh,Allahabad,1,https://www.bikewale.com/dealer-showrooms/ola/allahabad/
Uttar Pradesh,Ambedkarnagar,3,https://www.bikewale.com/dealer-showrooms/ola/ambedkarnagar/
Uttar Pradesh,Amethi,4,https://www.bikewale.com/dealer-showrooms/ola/amethi/
Uttar Pradesh,Amroha,3,https://www.bikewale.com/dealer-showrooms/ola/amroha/
Uttar Pradesh,Auraiya,1,https://www.bikewale.com/dealer-showrooms/ola/auraiya/
Uttar Pradesh,Ayodhya,4,https://www.bikewale.com/dealer-showrooms/ola/ayodhya/
Uttar Pradesh,Azamgarh,2,https://www.bikewale.com/dealer-showrooms/ola/azamgarh/
Uttar Pradesh,Baghpat,4,https://www.bikewale.com/dealer-showrooms/ola/baghpat-uttarpradesh/
Uttar Pradesh,Bahraich,5,https://www.bikewale.com/dealer-showrooms/ola/bahraich/
Uttar Pradesh,Ballia,3,https://www.bikewale.com/dealer-showrooms/ola/ballia/
Uttar Pradesh,Balrampur,2,https://www.bikewale.com/dealer-showrooms/ola/balrampur/
Uttar Pradesh,Banda,3,https://www.bikewale.com/dealer-showrooms/ola/banda/
Uttar Pradesh,Barabanki,2,https://www.bikewale.com/dealer-showrooms/ola/barabanki/
Uttar Pradesh,Bareilly,5,https://www.bikewale.com/dealer-showrooms/ola/bareilly/
Uttar Pradesh,Basti,4,https://www.bikewale.com/dealer-showrooms/ola/basti/
Uttar Pradesh,Bhadohi,3,https://www.bikewale.com/dealer-showrooms/ola/bhadohi/
Uttar Pradesh,Bijnor,4,https://www.bikewale.com/dealer-showrooms/ola/bijnor/
Uttar Pradesh,Budaun,2,https://www.bikewale.com/dealer-showrooms/ola/budaun/
Uttar Pradesh,Bulandshahar,5,https://www.bikewale.com/dealer-showrooms/ola/bulandshahar/
Uttar Pradesh,Chandauli,4,https://www.bikewale.com/dealer-showrooms/ola/chandauli/
Uttar Pradesh,Chitrakoot,1,https://www.bikewale.com/dealer-showrooms/ola/chitrakoot/
Uttar Pradesh,Deoria,3,https://www.bikewale.com/dealer-showrooms/ola/deoria/
Uttar Pradesh,Etah,1,https://www.bikewale.com/dealer-showrooms/ola/etah/
Uttar Pradesh,Etawah,2,https://www.bikewale.com/dealer-showrooms/ola/etawah/
Uttar Pradesh,Farrukhabad,1,https://www.bikewale.com/dealer-showrooms/ola/farrukhabad/
Uttar Pradesh,Fatehpur,4,https://www.bikewale.com/dealer-showrooms/ola/fatehpur/
Uttar Pradesh,Firozabad,2,https://www.bikewale.com/dealer-showrooms/ola/firozabad/
Uttar Pradesh,Ghaziabad,3,https://www.bikewale.com/dealer-showrooms/ola/ghaziabad/
Uttar Pradesh,Ghazipur,6,https://www.bikewale.com/dealer-showrooms/ola/ghazipur/
Uttar Pradesh,Gonda,3,https://www.bikewale.com/dealer-showrooms/ola/gonda/
Uttar Pradesh,Gorakhpur,10,https://www.bikewale.com/dealer-showrooms/ola/gorakhpur/
Uttar Pradesh,Hamirpur (Uttar Pradesh),3,https://www.bikewale.com/dealer-showrooms/ola/hamirpur-uttarpradesh/
Uttar Pradesh,Hapur,1,https://www.bikewale.com/dealer-showrooms/ola/hapur/
Uttar Pradesh,Hardoi,3,https://www.bikewale.com/dealer-showrooms/ola/hardoi/
Uttar Pradesh,Hathras,3,https://www.bikewale.com/dealer-showrooms/ola/hathras/
Uttar Pradesh,Jalaun,4,https://www.bikewale.com/dealer-showrooms/ola/jalaun/
Uttar Pradesh,Jaunpur,4,https://www.bikewale.com/dealer-showrooms/ola/jaunpur/
Uttar Pradesh,Jhansi,5,https://www.bikewale.com/dealer-showrooms/ola/jhansi/
Uttar Pradesh,Kannauj,1,https://www.bikewale.com/dealer-showrooms/ola/kannauj/
Uttar Pradesh,Kanpur,4,https://www.bikewale.com/dealer-showrooms/ola/kanpur/
Uttar Pradesh,Kanpur Dehat,4,https://www.bikewale.com/dealer-showrooms/ola/kanpurdehat/
Uttar Pradesh,Kanpur Nagar,2,https://www.bikewale.com/dealer-showrooms/ola/kanpurnagar/
Uttar Pradesh,Kasganj,2,https://www.bikewale.com/dealer-showrooms/ola/kasganj/
Uttar Pradesh,Kaushambi,2,https://www.bikewale.com/dealer-showrooms/ola/kaushambi/
Uttar Pradesh,Kushinagar,3,https://www.bikewale.com/dealer-showrooms/ola/kushinagar/
Uttar Pradesh,Lakhimpur Kheri,5,https://www.bikewale.com/dealer-showrooms/ola/lakhimpur/
Uttar Pradesh,Lalitpur,2,https://www.bikewale.com/dealer-showrooms/ola/lalitpur/
Uttar Pradesh,Lucknow,13,https://www.bikewale.com/dealer-showrooms/ola/lucknow/
Uttar Pradesh,Maharajganj,3,https://www.bikewale.com/dealer-showrooms/ola/maharajganj/
Uttar Pradesh,Mahoba,2,https://www.bikewale.com/dealer-showrooms/ola/mahoba/
Uttar Pradesh,Mainpuri,2,https://www.bikewale.com/dealer-showrooms/ola/mainpuri/
Uttar Pradesh,Mathura,3,https://www.bikewale.com/dealer-showrooms/ola/mathura/
Uttar Pradesh,Mau,2,https://www.bikewale.com/dealer-showrooms/ola/mau/
Uttar Pradesh,Meerut,5,https://www.bikewale.com/dealer-showrooms/ola/meerut/
Uttar Pradesh,Mirzapur,2,https://www.bikewale.com/dealer-showrooms/ola/mirzapur/
Uttar Pradesh,Moradabad,2,https://www.bikewale.com/dealer-showrooms/ola/moradabad/
Uttar Pradesh,Muzaffarnagar,4,https://www.bikewale.com/dealer-showrooms/ola/muzaffarnagar/
Uttar Pradesh,Noida,3,https://www.bikewale.com/dealer-showrooms/ola/noida/
Uttar Pradesh,Padrauna,1,https://www.bikewale.com/dealer-showrooms/ola/padrauna/
Uttar Pradesh,Pilibhit,1,https://www.bikewale.com/dealer-showrooms/ola/pilibhit/
Uttar Pradesh,Pratapgarh (Uttar Pradesh),4,https://www.bikewale.com/dealer-showrooms/ola/pratapgarh-uttarpradesh/
Uttar Pradesh,Rampur (Uttar Pradesh),3,https://www.bikewale.com/dealer-showrooms/ola/rampur-uttarpradesh/
Uttar Pradesh,Robertsganj,1,https://www.bikewale.com/dealer-showrooms/ola/robertsganj/
Uttar Pradesh,Saharanpur,5,https://www.bikewale.com/dealer-showrooms/ola/saharanpur/
Uttar Pradesh,Sambhal,1,https://www.bikewale.com/dealer-showrooms/ola/sambhal/
Uttar Pradesh,Sant Kabir Nagar,3,https://www.bikewale.com/dealer-showrooms/ola/santkabirnagar/
Uttar Pradesh,Shahjahanpur,4,https://www.bikewale.com/dealer-showrooms/ola/shahjahanpur/
Uttar Pradesh,Shamli,2,https://www.bikewale.com/dealer-showrooms/ola/shamli/
Uttar Pradesh,Siddharthnagar,4,https://www.bikewale.com/dealer-showrooms/ola/siddharthnagar/
Uttar Pradesh,Sitapur,7,https://www.bikewale.com/dealer-showrooms/ola/sitapur/
Uttar Pradesh,Sonbhadra,2,https://www.bikewale.com/dealer-showrooms/ola/sonbhadra/
Uttar Pradesh,Sultanpur,3,https://www.bikewale.com/dealer-showrooms/ola/sultanpur/
Uttar Pradesh,Varanasi,7,https://www.bikewale.com/dealer-showrooms/ola/varanasi/
Uttarakhand,Bageshwar,1,https://www.bikewale.com/dealer-showrooms/ola/bageshwar/
Uttarakhand,Bazpur,1,https://www.bikewale.com/dealer-showrooms/ola/bazpur/
Uttarakhand,Dehradun,5,https://www.bikewale.com/dealer-showrooms/ola/dehradun/
Uttarakhand,Haridwar,2,https://www.bikewale.com/dealer-showrooms/ola/haridwar/
Uttarakhand,Khatima,1,https://www.bikewale.com/dealer-showrooms/ola/khatima/
Uttarakhand,Nainital,3,https://www.bikewale.com/dealer-showrooms/ola/nainital-uttaranchal/
Uttarakhand,Pauri Garhwal,1,https://www.bikewale.com/dealer-showrooms/ola/paurigarhwal/
Uttarakhand,Rishikesh,1,https://www.bikewale.com/dealer-showrooms/ola/rishikesh/
West Bengal,Alipurduar,5,https://www.bikewale.com/dealer-showrooms/ola/alipurduar/
West Bengal,Arambagh,1,https://www.bikewale.com/dealer-showrooms/ola/arambagh/
West Bengal,Bankura,15,https://www.bikewale.com/dealer-showrooms/ola/bankura/
West Bengal,Beldanga,1,https://www.bikewale.com/dealer-showrooms/ola/beldanga/
West Bengal,Birbhum,12,https://www.bikewale.com/dealer-showrooms/ola/birbhum/
West Bengal,Bongaon,1,https://www.bikewale.com/dealer-showrooms/ola/bongaon/
West Bengal,Chinsurah,1,https://www.bikewale.com/dealer-showrooms/ola/chinsurah/
West Bengal,Cooch Behar,7,https://www.bikewale.com/dealer-showrooms/ola/coochbehar/
West Bengal,Dakshin Dinajpur,3,https://www.bikewale.com/dealer-showrooms/ola/dakshin-dinajpur/
West Bengal,Darjeeling,3,https://www.bikewale.com/dealer-showrooms/ola/darjiling/
West Bengal,Durgapur,2,https://www.bikewale.com/dealer-showrooms/ola/durgapur/
West Bengal,Hooghly,6,https://www.bikewale.com/dealer-showrooms/ola/hooghly/
West Bengal,Howrah,7,https://www.bikewale.com/dealer-showrooms/ola/howrah/
West Bengal,Jalpaiguri,5,https://www.bikewale.com/dealer-showrooms/ola/jalpaiguri/
West Bengal,Jhargram,3,https://www.bikewale.com/dealer-showrooms/ola/jhargram/
West Bengal,Kolkata,5,https://www.bikewale.com/dealer-showrooms/ola/kolkata/
West Bengal,Malda,8,https://www.bikewale.com/dealer-showrooms/ola/malda/
West Bengal,Murshidabad,19,https://www.bikewale.com/dealer-showrooms/ola/murshidabad/
West Bengal,Nadia,9,https://www.bikewale.com/dealer-showrooms/ola/nadia/
West Bengal,North 24 Parganas,8,https://www.bikewale.com/dealer-showrooms/ola/north24parganas/
West Bengal,Paschim Bardhaman,16,https://www.bikewale.com/dealer-showrooms/ola/paschim-bardhaman/
West Bengal,Paschim Medinipur,10,https://www.bikewale.com/dealer-showrooms/ola/paschim-medinipur/
West Bengal,Purba Medinipur,11,https://www.bikewale.com/dealer-showrooms/ola/purba-medinipur/
West Bengal,Purulia,9,https://www.bikewale.com/dealer-showrooms/ola/purulia/
West Bengal,Ranaghat,1,https://www.bikewale.com/dealer-showrooms/ola/ranaghat/
West Bengal,Siliguri,1,https://www.bikewale.com/dealer-showrooms/ola/siliguri/
West Bengal,Singur,1,https://www.bikewale.com/dealer-showrooms/ola/singur/
West Bengal,South 24 Paraganas,11,https://www.bikewale.com/dealer-showrooms/ola/south24paraganas/
West Bengal,Tarakeswar,1,https://www.bikewale.com/dealer-showrooms/ola/tarakeswar/
West Bengal,Uttar Dinajpur,7,https://www.bikewale.com/dealer-showrooms/ola/uttardinajpur/
